value
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25781/casper--mandrilaftalen-0148
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25833/casper--mandrilaftalen-0248
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25618/casper--mandrilaftalen-0348
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25651/casper--mandrilaftalen-0448
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25668/casper--mandrilaftalen-0548
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25850/casper--mandrilaftalen-0648
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25849/casper--mandrilaftalen-0748
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25669/casper--mandrilaftalen-0848
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25670/casper--mandrilaftalen-0948
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25583/casper--mandrilaftalen-1048
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25834/casper--mandrilaftalen-1148
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25589/casper--mandrilaftalen-1248
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25579/casper--mandrilaftalen-1348
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25584/casper--mandrilaftalen-1448
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25787/casper--mandrilaftalen-1548
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25785/casper--mandrilaftalen-1648
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25582/casper--mandrilaftalen-1748
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25671/casper--mandrilaftalen-1848
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25580/casper--mandrilaftalen-1948
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25581/casper--mandrilaftalen-2048
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25905/casper--mandrilaftalen-2148
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25906/casper--mandrilaftalen-2248
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25797/casper--mandrilaftalen-2348
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25770/casper--mandrilaftalen-2448
https://www.dr.dk//bonanza/serie/121/casper--mandrilafta/25791/casper--mandrilaftalen-2548
